dbname,namespace,table_name,encoded,diststyle,sortkey1,max_varchar,sortkey1_enc,sortkey_num,unsorted,stats_off,tbl_rows,skew_rows,estimated_visible_rows,num_rows_marked_for_deletion,pct_rows_marked_for_deletion,vacuum_sort_benefit,vacuum_run_type,is_last_vacuum_recluster,last_vacuumed_date,days_since_last_vacuumed,query_count,table_recommendation_count,encoded_column_count,column_count,encoded_column_pct,encoded_sortkey_count,distkey_column_count,large_column_size_count,sort_key_alert_sample_query,sort_key_alert_query_count,stats_alert_sample_query,stats_alert_query_count,nl_alert_sample_query,nl_alert_query_count,distributed_alert_sample_query,distributed_alert_query_count,distributed_alert_sample_query,broadcasted_alert_query_count,deleted_alert_sample_query,deleted_alert_query_count
dw,stage,subscription_plans_changes,"Y, AUTO(ENCODE)",AUTO(KEY(user_id)),AUTO(SORTKEY),255,,0,,100.00,15344475,1.00,15344475,0,0.0000,,,,,,24,0,14,14,100.0000,0,1,0,700116020,8,,0,,0,,0,,0,,0
dw,public,postgres_sub,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),500,,0,,0.00,14966384,,14966384,0,0.0000,,,,,,1,0,9,9,100.0000,0,0,0,,0,,0,,0,,0,,0,,0
dw,analytics,user_360_subscriptions,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),269,,0,,0.00,14896456,,14896456,0,0.0000,,,,,,1,0,57,60,95.0000,0,0,0,,0,,0,,0,,0,,0,,0
dw,public,testing_project_2,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),65535,,0,,0.00,14296205,,14296205,0,0.0000,,,,,,1,0,14,14,100.0000,0,0,3,,0,,0,,0,,0,,0,,0
dw,stage,user_experiment_info_20230701,"Y, AUTO(ENCODE)",AUTO(KEY(user_id)),AUTO(SORTKEY(user_id)),65535,none,1,0.00,0.00,14264384,1.02,14264384,0,0.0000,0.00,,,,,1,0,2,3,66.6666,0,1,1,,0,,0,,0,,0,,0,,0
dw,public,onboarding_user_with_null_user_details_dup_non_dup_test_01,"Y, AUTO(ENCODE)",AUTO(KEY(user_id)),AUTO(SORTKEY),22,,0,,0.00,14228633,1.00,14228633,0,0.0000,,,,,,3,0,2,3,66.6666,0,1,0,703310029,14,,0,,0,,0,,0,,0
dw,public,onboarding_user_with_null_user_details_dup_non_dup_test_01_test,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),22,,0,,0.00,14093183,,14093183,0,0.0000,,,,,,1,0,2,3,66.6666,0,0,0,,0,,0,,0,,0,,0,,0
dw,public,trial_conversion_raw_cut,"Y, AUTO(ENCODE)",AUTO(KEY(user_id)),AUTO(SORTKEY),255,,0,,0.00,14078249,1.00,14078249,0,0.0000,,,,,,1,0,17,17,100.0000,0,1,0,,0,,0,,0,,0,,0,,0
dw,public,trial_conversion_raw,"Y, AUTO(ENCODE)",AUTO(KEY(user_id)),AUTO(SORTKEY(user_id)),255,none,2,0.00,0.00,14078249,1.00,14078249,0,0.0000,0.00,,,,,1,0,14,16,87.5000,0,1,0,,0,,0,,0,,0,,0,,0
dw,public,onboarding_user_with_null_user_details_dup_non_dup_test_02,"Y, AUTO(ENCODE)",AUTO(KEY(user_id)),AUTO(SORTKEY),22,,0,,0.00,14052249,1.00,14052249,0,0.0000,,,,,,1,0,2,3,66.6666,0,1,0,,0,,0,,0,,0,,0,,0
dw,dim,machine,"Y, AUTO(ENCODE)",AUTO(KEY(serial_number)),AUTO(SORTKEY(serial_number)),255,none,1,100.00,100.00,13912681,1.02,13809995,102686,0.0073,0.00,Automatic,N,2025-03-06,0,548,0,23,26,88.4615,0,1,0,703225484,24,,0,,0,703111429,34,703111429,35,,0
dw,public,hb_ultv_ext_flag,"Y, AUTO(ENCODE)",AUTO(EVEN),user_id,11,none,1,0.00,0.00,13905885,,13905885,0,0.0000,0.00,,,,,1,0,4,5,80.0000,0,0,0,,0,,0,,0,,0,,0,,0
dw,stage,mltv_machine_base_agg,"Y, AUTO(ENCODE)",AUTO(KEY(serial_number)),AUTO(SORTKEY),255,,0,,0.00,13781363,1.00,13781363,0,0.0000,,,,,,1,0,6,6,100.0000,0,1,0,,0,,0,,0,,0,,0,,0
dw,fact,designer_metrics_image_earnings,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),0,,0,,100.00,13463273,,13463273,0,0.0000,,Automatic,N,2025-03-06,0,162,0,9,9,100.0000,0,0,0,,0,,0,,0,,0,,0,,0
dw,stage,ultv_mach,"Y, AUTO(ENCODE)",AUTO(KEY(serial_number)),AUTO(SORTKEY(serial_number)),200,none,1,0.00,0.00,13308270,1.01,13308270,0,0.0000,0.00,,,,,6,0,11,12,91.6666,0,1,0,699059119,4,,0,,0,,0,,0,,0
dw,stage,project_session_daily_metrics_v1_tbd,Y,KEY(user_id),event_date_id,12297,none,2,0.00,0.00,13251165,1.01,13251165,0,0.0000,0.00,,,,,1,0,32,37,86.4864,0,1,1,,0,,0,,0,,0,,0,,0
dw,analytics,forward_looking_pl,"Y, AUTO(ENCODE)",AUTO(KEY(sap_customer_number)),AUTO(SORTKEY),2000,,0,,100.00,12943941,3.14,12943941,0,0.0000,,Manual,N,2025-02-28,6,201,0,54,55,98.1818,0,1,1,699098116,12,,0,,0,,0,,0,,0
dw,fact,delivery,"Y, AUTO(ENCODE)",AUTO(KEY(delivery_number)),AUTO(SORTKEY(ship_to_customer_number)),35,none,1,74.97,100.00,12883557,1.00,12883557,0,0.0000,0.00,,,,,529,0,21,22,95.4545,0,1,0,703314106,70,,0,,0,,0,701851495,2,,0
dw,public,udm_project_cuts_delta,"Y, AUTO(ENCODE)",AUTO(KEY(user_id)),AUTO(SORTKEY),1023,,0,,0.00,12881190,1.00,12881190,0,0.0000,,,,,,5,0,3,3,100.0000,0,1,1,702891556,24,,0,,0,,0,,0,,0
dw,stage,user_experiment_info,"Y, AUTO(ENCODE)",AUTO(KEY(user_id)),AUTO(SORTKEY(user_id)),65535,none,1,0.00,0.00,12771345,1.00,12771345,0,0.0000,0.00,,,,,1,0,2,3,66.6666,0,1,1,,0,,0,,0,,0,,0,,0
dw,stage,subscription_user_daily_subscriptions,"Y, AUTO(ENCODE)",AUTO(KEY(user_id)),AUTO(SORTKEY),255,,0,,0.00,12759109,1.00,12759109,0,0.0000,,,,,,1,0,14,14,100.0000,0,1,0,,0,,0,,0,,0,,0,,0
dw,stage,mltv_c_machine_base_agg,"Y, AUTO(ENCODE)",AUTO(KEY(serial_number)),AUTO(SORTKEY),255,,0,,0.00,12741815,1.00,12741815,0,0.0000,,,,,,9,0,10,10,100.0000,0,1,0,699678251,4,,0,,0,,0,,0,,0
dw,stage,ultv_mltv_deliv_base,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),10,,0,,0.00,12613731,,12613731,0,0.0000,,,,,,5,0,6,6,100.0000,0,0,0,699058479,3,,0,,0,,0,,0,,0
dw,stage,mltv_deliv_base,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),10,,0,,0.00,12563615,,12563615,0,0.0000,,,,,,1,0,5,5,100.0000,0,0,0,,0,,0,,0,,0,,0,,0
dw,fact,udm_cuts_delta_data,"Y, AUTO(ENCODE)",KEY(user_id),AUTO(SORTKEY),0,,0,,0.00,12440259,1.00,12440259,0,0.0000,,,,,,1,0,2,2,100.0000,0,1,0,,0,,0,,0,,0,,0,,0
dw,stage,user_experiment_info_20240401,"Y, AUTO(ENCODE)",AUTO(KEY(user_id)),AUTO(SORTKEY(user_id)),65535,none,1,0.00,0.00,12189055,1.00,12189055,0,0.0000,0.00,,,,,1,0,2,3,66.6666,0,1,1,,0,,0,,0,,0,,0,,0
dw,stage,user_experiment_info_20240101,"Y, AUTO(ENCODE)",AUTO(KEY(user_id)),AUTO(SORTKEY(user_id)),65535,none,1,0.00,0.00,11957570,1.00,11957570,0,0.0000,0.00,,,,,1,0,2,3,66.6666,0,1,1,,0,,0,,0,,0,,0,,0
dw,stage,onboarding_base_events,"Y, AUTO(ENCODE)",AUTO(KEY(user_id)),AUTO(SORTKEY),65535,,0,,0.00,11890091,1.00,11890091,0,0.0000,,,,,,13,0,49,49,100.0000,0,1,6,702959928,92,,0,,0,702661548,4,,0,,0
dw,analytics,dtc_price_adjustment_allocation,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),20,,0,,100.00,11818639,,5898484,5920155,0.5009,,Manual,N,2025-02-28,6,172,0,30,47,63.8297,0,0,0,703209484,18,,0,,0,,0,,0,,0
dw,analytics,dtc_price_adjustment_allocation,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),20,,0,,100.00,11818639,,5898484,5920155,0.5009,,Automatic,N,2025-03-05,1,172,0,30,47,63.8297,0,0,0,703209484,18,,0,,0,,0,,0,,0
dw,stage,first_user_registered_to_cutting_machines,"Y, AUTO(ENCODE)",AUTO(KEY(serialnumber)),AUTO(SORTKEY(serialnumber)),255,none,1,0.00,0.00,11811461,1.00,11811461,0,0.0000,0.00,,,,,5,0,1,2,50.0000,0,1,0,703115182,21,,0,,0,,0,,0,,0
dw,stage,user_experiment_info_20231001,"Y, AUTO(ENCODE)",AUTO(KEY(user_id)),AUTO(SORTKEY(user_id)),65535,none,1,0.00,0.00,11705836,1.00,11705836,0,0.0000,0.00,,,,,1,0,2,3,66.6666,0,1,1,,0,,0,,0,,0,,0,,0
dw,analytics,pillar4_discovery_project_metrics_with_cuts_test,Y,KEY(user_id),event_date_id,10,az64,2,0.00,0.00,11508921,1.01,11508921,0,0.0000,0.00,Manual,Y,2025-02-28,6,135,0,40,41,97.5609,1,1,0,,0,,0,,0,,0,,0,,0
dw,stage,combine_sales_data,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),255,,0,,0.00,11497416,,11497416,0,0.0000,,,,,,7,0,13,13,100.0000,0,0,0,703221430,85,,0,,0,,0,,0,,0
dw,stage,fwd_pl_netstock_forecast,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),72,,0,,0.00,11441627,,11441627,0,0.0000,,,,,,14,0,7,8,87.5000,0,0,0,,0,,0,,0,,0,,0,,0
dw,public,kkumar,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),65535,,0,,67.18,11193736,,11193736,0,0.0000,,,,,,0,0,16,17,94.1176,0,0,11,,0,,0,,0,,0,,0,,0
dw,stage,csoh_v2_forecast,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),72,,0,,0.00,10918050,,10918050,0,0.0000,,,,,,1,0,25,25,100.0000,0,0,0,,0,,0,,0,,0,,0,,0
dw,stage,user_experiment_info_20230401,"Y, AUTO(ENCODE)",AUTO(KEY(user_id)),AUTO(SORTKEY(user_id)),65535,none,1,0.00,0.00,10677962,1.00,10677962,0,0.0000,0.00,,,,,1,0,2,3,66.6666,0,1,1,,0,,0,,0,,0,,0,,0
dw,public,ad_clicked,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),255,,0,,0.00,10270006,,10270006,0,0.0000,,,,,,17,0,7,7,100.0000,0,0,0,,0,,0,,0,,0,,0,,0
dw,public,tbl_transform_engagement_daily_summary_v2,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),200,,0,,0.00,10199907,,10199907,0,0.0000,,,,,,1,0,19,19,100.0000,0,0,0,,0,,0,,0,,0,,0,,0
dw,stage,tbl_transform_engagement_daily_summary_v2,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),200,,0,,0.00,9917113,,9917113,0,0.0000,,,,,,7,0,19,19,100.0000,0,0,0,,0,,0,,0,,0,,0,,0
dw,fact,machine_serialization,"Y, AUTO(ENCODE)",AUTO(EVEN),serial_number,200,none,2,2.88,22.67,9845525,,9642689,202836,0.0206,20.00,Automatic,N,2025-03-05,1,227,0,9,10,90.0000,1,0,0,702789641,17,,0,,0,,0,,0,,0
dw,fact,price_adjustment_dtc,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),2000,,0,,100.00,9612506,,9256744,355762,0.0370,,Automatic,N,2025-03-06,0,187,0,11,11,100.0000,0,0,3,703122849,4,,0,,0,,0,,0,,0
dw,stage,ultv_reg_mach,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),200,,0,,0.00,9568846,,9568846,0,0.0000,,,,,,6,0,6,6,100.0000,0,0,0,699058753,3,,0,,0,,0,,0,,0
dw,stage,ultv_machine_serial,"Y, AUTO(ENCODE)",AUTO(KEY(serial_number)),AUTO(SORTKEY),200,,0,,0.00,9568846,1.00,9568846,0,0.0000,,,,,,5,0,6,6,100.0000,0,1,0,699058045,3,,0,,0,,0,,0,,0
dw,stage,mltv_serial_with_delivery_lookup,"Y, AUTO(ENCODE)",AUTO(KEY(serial_number)),AUTO(SORTKEY(serial_number)),200,none,1,0.00,0.00,9531426,1.00,9531426,0,0.0000,0.00,,,,,1,0,5,6,83.3333,0,1,0,,0,,0,,0,,0,,0,,0
dw,analytics,user_360_mats_cut,"Y, AUTO(ENCODE)",AUTO(KEY(user_id)),AUTO(SORTKEY),512,,0,,0.00,9485758,1.00,9485758,0,0.0000,,,,,,1,0,88,89,98.8764,0,1,0,,0,,0,,0,,0,,0,,0
dw,stage,mltv_channel,"Y, AUTO(ENCODE)",AUTO(KEY(serial_number)),AUTO(SORTKEY(serial_number)),200,none,1,0.00,0.00,9429091,1.00,9429091,0,0.0000,0.00,,,,,1,0,9,10,90.0000,0,1,0,,0,,0,,0,,0,,0,,0
dw,stage,image_session_daily_metrics_v1_tbd,Y,KEY(user_id),event_date_id,12297,none,1,0.00,100.00,9347572,1.02,9347572,0,0.0000,0.00,,,,,1,0,55,58,94.8275,0,1,1,,0,,0,,0,,0,,0,,0
dw,cricut_dw,dim_color,Y,EVEN,color_code,50,zstd,1,10.80,100.00,9301986,,8869538,432448,0.0464,0.00,Automatic,N,2025-02-27,7,139,0,4,4,100.0000,1,0,0,,0,,0,,0,,0,,0,,0
dw,public,user_level_visit_cut_count,"Y, AUTO(ENCODE)",AUTO(KEY(user_id)),AUTO(SORTKEY),0,,0,,0.00,9073214,1.00,9073214,0,0.0000,,,,,,1,0,4,4,100.0000,0,1,0,,0,,0,,0,,0,,0,,0
dw,analytics,event_dqm_attr_value_level_aggregates,Y,KEY(event_date_id),event_date_id,512,none,3,12.00,100.00,8848383,1.41,8802798,45585,0.0051,0.00,Manual,Y,2025-02-28,6,182,0,9,12,75.0000,0,1,0,699086631,4,,0,,0,,0,,0,,0
dw,analytics,event_dqm_attr_value_level_aggregates,Y,KEY(event_date_id),event_date_id,512,none,3,12.00,100.00,8848383,1.41,8802798,45585,0.0051,0.00,Automatic,N,2025-03-06,0,182,0,9,12,75.0000,0,1,0,699086631,4,,0,,0,,0,,0,,0
dw,stage,forecast_base,"Y, AUTO(ENCODE)",AUTO(KEY(period)),AUTO(SORTKEY(period)),500,none,1,0.00,0.00,8836598,1.81,8836598,0,0.0000,0.00,,,,,9,0,88,89,98.8764,0,1,0,703217724,70,,0,,0,,0,,0,,0
dw,stage,image_user_daily_metrics,Y,KEY(user_id),event_date_id,512,none,1,53.86,100.00,8505908,1.01,8505908,0,0.0000,0.00,,,,,23,0,54,55,98.1818,0,1,0,699121745,13,,0,,0,703317671,10,,0,,0
dw,stage,ultv_machine_margin_clean,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),65535,,0,,0.00,8465320,,8465320,0,0.0000,,,,,,4,0,8,8,100.0000,0,0,3,699059800,2,,0,,0,,0,,0,,0
dw,stage,user_experiment_info_20220101,"Y, AUTO(ENCODE)",AUTO(KEY(user_id)),AUTO(SORTKEY(user_id)),65535,none,1,0.00,0.00,8116275,1.00,8116275,0,0.0000,0.00,,,,,1,0,2,3,66.6666,0,1,1,,0,,0,,0,,0,,0,,0
dw,stage,sell_in_sales,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),54,,0,,0.00,7991158,,7991158,0,0.0000,,,,,,5,0,8,8,100.0000,0,0,0,703217907,69,,0,,0,,0,,0,,0
dw,public,spencert_bkpf,"Y, AUTO(ENCODE)",AUTO(KEY(awkey)),AUTO(SORTKEY),120,,0,,0.00,7977867,1.00,7977867,0,0.0000,,,,,,1,0,112,112,100.0000,0,1,0,,0,,0,,0,,0,,0,,0
dw,stage,asp_base_data_sku_customer_demand_plan,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),54,,0,,0.00,7733198,,7733198,0,0.0000,,,,,,4,0,4,4,100.0000,0,0,0,702900246,14,,0,,0,,0,,0,,0
dw,stage,asp_sales_data_sku_customer_demand_plan,"Y, AUTO(ENCODE)",AUTO(KEY(long_sku)),,54,,0,,0.00,7733198,1.18,7733198,0,0.0000,,,,,,6,0,7,7,100.0000,0,1,0,702900298,21,,0,,0,702901858,5,702900374,6,,0
dw,stage,subscription_user_daily_user_start,"Y, AUTO(ENCODE)",AUTO(KEY(user_id)),AUTO(SORTKEY),0,,0,,0.00,7706299,1.00,7706299,0,0.0000,,,,,,1,0,2,2,100.0000,0,1,0,,0,,0,,0,,0,,0,,0
dw,analytics,user_360_dtc,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),0,,0,,0.00,7541587,,7541587,0,0.0000,,,,,,1,0,50,50,100.0000,0,0,0,,0,,0,,0,,0,,0,,0
dw,public,onboarding_jv_first_30_behaviors_final_tbl_20241022_prod_clone_2,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),22,,0,,0.00,7411023,,7411023,0,0.0000,,,,,,10,0,17,26,65.3846,0,0,0,703311927,49,,0,,0,,0,,0,,0
dw,public,onboarding_jv_first_30_behaviors_06,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),22,,0,,0.00,7411023,,7411023,0,0.0000,,,,,,9,0,17,26,65.3846,0,0,0,703310984,7,,0,,0,,0,,0,,0
dw,analytics,onboarding_30_day_behavior_metrics,"Y, AUTO(ENCODE)",KEY(user_id),user_first_registration_date,22,none,1,0.00,0.00,7411023,1.00,7411023,0,0.0000,0.00,,,,,10,0,16,26,61.5384,0,1,0,703319143,49,,0,,0,,0,,0,,0
dw,public,onboarding_jv_clone_stage_06,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),0,,0,,0.00,7410891,,7410891,0,0.0000,,,,,,7,0,15,22,68.1818,0,0,0,703310516,6,,0,,0,,0,,0,,0
dw,public,onboarding_jv_first_30_behaviors_05,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),22,,0,,0.00,7402304,,7402304,0,0.0000,,,,,,9,0,17,26,65.3846,0,0,0,702531487,7,,0,,0,,0,,0,,0
dw,public,onboarding_jv_first_30_behaviors_final_tbl_20241022_prod_clone_2_bkp_2025_mar_05,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),22,,0,,0.00,7402304,,7402304,0,0.0000,,,,,,9,0,17,26,65.3846,0,0,0,703311449,7,,0,,0,,0,,0,,0
dw,public,onboarding_jv_clone_stage_05,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),0,,0,,0.00,7402172,,7402172,0,0.0000,,,,,,8,0,15,22,68.1818,0,0,0,702527279,6,,0,,0,,0,,0,,0
dw,public,onboarding_jv_first_30_behaviors_final_tbl_20241022_prod_clone_2_bkp_2025_mar_04,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),22,,0,,0.00,7397081,,7397081,0,0.0000,,,,,,9,0,17,26,65.3846,0,0,0,702529641,7,,0,,0,,0,,0,,0
dw,public,onboarding_jv_first_30_behaviors_04,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),22,,0,,0.00,7397081,,7397081,0,0.0000,,,,,,9,0,17,26,65.3846,0,0,0,701644510,7,,0,,0,,0,,0,,0
dw,public,onboarding_jv_clone_stage_04,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),0,,0,,0.00,7396931,,7396931,0,0.0000,,,,,,7,0,15,22,68.1818,0,0,0,701640340,6,,0,,0,,0,,0,,0
dw,public,onboarding_jv_first_30_behaviors_final_tbl_20241022_prod_clone_2_bkp_2025_mar_03,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),22,,0,,0.00,7391202,,7391202,0,0.0000,,,,,,9,0,17,26,65.3846,0,0,0,701647971,7,,0,,0,,0,,0,,0
dw,public,onboarding_jv_first_30_behaviors_03,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),22,,0,,0.00,7391202,,7391202,0,0.0000,,,,,,9,0,17,26,65.3846,0,0,0,700906341,8,,0,,0,,0,,0,,0
dw,public,onboarding_jv_clone_stage_03,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),0,,0,,0.00,7390919,,7390919,0,0.0000,,,,,,9,0,15,22,68.1818,0,0,0,700904737,6,,0,,0,,0,,0,,0
dw,analytics,user_app_mach_cohort,"Y, AUTO(ENCODE)",KEY(user_id),AUTO(SORTKEY),25,,0,,0.00,7383672,1.00,7383672,0,0.0000,,,,,,1,0,267,267,100.0000,0,1,0,,0,,0,,0,,0,,0,,0
dw,public,onboarding_jv_first_30_behaviors_final_tbl_20241022_prod_clone_2_bkp_2025_mar_02,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),22,,0,,0.00,7383083,,7383083,0,0.0000,,,,,,9,0,17,26,65.3846,0,0,0,700906493,7,,0,,0,,0,,0,,0
dw,public,onboarding_jv_clone_stage_02,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),0,,0,,0.00,7383083,,7383083,0,0.0000,,,,,,7,0,15,22,68.1818,0,0,0,700076349,6,,0,,0,,0,,0,,0
dw,public,onboarding_jv_first_30_behaviors_02,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),22,,0,,0.00,7383083,,7383083,0,0.0000,,,,,,9,0,17,26,65.3846,0,0,0,700082279,7,,0,,0,,0,,0,,0
dw,public,onboarding_jv_first_30_behaviors_01,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),22,,0,,0.00,7379680,,7379680,0,0.0000,,,,,,9,0,17,26,65.3846,0,0,0,699493710,7,,0,,0,,0,,0,,0
dw,public,onboarding_jv_first_30_behaviors_final_tbl_20241022_prod_clone_2_bkp_2025_mar_01,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),22,,0,,0.00,7379680,,7379680,0,0.0000,,,,,,9,0,17,26,65.3846,0,0,0,700076616,7,,0,,0,,0,,0,,0
dw,public,onboarding_jv_clone_stage_01,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),0,,0,,0.00,7379499,,7379499,0,0.0000,,,,,,7,0,15,22,68.1818,0,0,0,699490173,6,,0,,0,,0,,0,,0
dw,public,onboarding_jv_first_30_behaviors_final_tbl_20241022_prod_clone_2_bkp_2025_feb_28,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),22,,0,,0.00,7377510,,7377510,0,0.0000,,,,,,8,0,17,26,65.3846,0,0,0,699493903,7,,0,,0,,0,,0,,0
dw,public,onboarding_jv_first_30_behaviors_28,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),22,,0,,0.00,7377510,,7377510,0,0.0000,,,,,,10,0,17,26,65.3846,0,0,0,698977487,7,,0,,0,,0,,0,,0
dw,public,onboarding_jv_clone_stage_28,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),0,,0,,0.00,7377403,,7377403,0,0.0000,,,,,,8,0,15,22,68.1818,0,0,0,698977148,6,,0,,0,,0,,0,,0
dw,public,onboarding_jv_first_30_behaviors_27,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),22,,0,,0.00,7371984,,7371984,0,0.0000,,,,,,10,0,17,26,65.3846,0,0,0,,0,,0,,0,,0,,0,,0
dw,public,onboarding_jv_first_30_behaviors_final_tbl_20241022_prod_clone_2_bkp_2025_feb_27,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),22,,0,,0.00,7371984,,7371984,0,0.0000,,,,,,9,0,17,26,65.3846,0,0,0,698978557,7,,0,,0,,0,,0,,0
dw,public,onboarding_jv_clone_stage_27,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),0,,0,,0.00,7371870,,7371870,0,0.0000,,,,,,10,0,15,22,68.1818,0,0,0,,0,,0,,0,,0,,0,,0
dw,public,onboarding_jv_first_30_behaviors_final_tbl_20241022_prod_clone_2_bkp_2025_feb_26,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),22,,0,,0.00,7363077,,7363077,0,0.0000,,,,,,11,0,17,26,65.3846,0,0,0,,0,,0,,0,,0,,0,,0
dw,public,onboarding_jv_first_30_behaviors_26,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),22,,0,,0.00,7363077,,7363077,0,0.0000,,,,,,10,0,17,26,65.3846,0,0,0,,0,,0,,0,,0,,0,,0
dw,public,onboarding_jv_clone_stage_26,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),0,,0,,0.00,7362932,,7362932,0,0.0000,,,,,,10,0,15,22,68.1818,0,0,0,,0,,0,,0,,0,,0,,0
dw,public,onboarding_jv_first_30_behaviors_25,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),22,,0,,0.00,7357564,,7357564,0,0.0000,,,,,,1,0,17,26,65.3846,0,0,0,,0,,0,,0,,0,,0,,0
dw,public,onboarding_jv_first_30_behaviors_final_tbl_20241022_prod_clone_2_bkp_2025_feb_25,"Y, AUTO(ENCODE)",AUTO(KEY(user_id)),AUTO(SORTKEY(user_first_registration_date)),22,none,1,0.00,0.00,7357564,1.00,7357564,0,0.0000,0.00,,,,,10,0,16,26,61.5384,0,1,0,,0,,0,,0,,0,,0,,0
dw,public,onboarding_jv_clone_stage_25,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),0,,0,,0.00,7357467,,7357467,0,0.0000,,,,,,1,0,15,22,68.1818,0,0,0,,0,,0,,0,,0,,0,,0
dw,public,onboarding_jv_first_30_behaviors_24,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),22,,0,,0.00,7351807,,7351807,0,0.0000,,,,,,1,0,17,26,65.3846,0,0,0,,0,,0,,0,,0,,0,,0
dw,public,onboarding_jv_first_30_behaviors_final_tbl_20241022_prod_clone_2_bkp_2025_feb_24,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),22,,0,,0.00,7351807,,7351807,0,0.0000,,,,,,1,0,17,26,65.3846,0,0,0,,0,,0,,0,,0,,0,,0
dw,public,onboarding_jv_clone_stage_24,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),0,,0,,0.00,7351642,,7351642,0,0.0000,,,,,,1,0,15,22,68.1818,0,0,0,,0,,0,,0,,0,,0,,0
dw,public,onboarding_jv_first_30_behaviors_final_tbl_20241022_prod_clone_2_bkp_2025_feb_22,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),22,,0,,0.00,7339903,,7339903,0,0.0000,,,,,,1,0,17,26,65.3846,0,0,0,,0,,0,,0,,0,,0,,0
dw,public,onboarding_jv_first_30_behaviors_delta_16,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),22,,0,,0.00,7305194,,7305194,0,0.0000,,,,,,1,0,17,26,65.3846,0,0,0,,0,,0,,0,,0,,0,,0
